GEOMETRY

CURRENT_LOAD: 8.7789395895e+03
 COORDINATES 205
! NODE  X   Y   Z
    43    1.1931714379e-01    -9.3896763534e-02
    44    1.2168369853e-01    -1.1507219564e-01
    45    1.2388701492e-01    -1.3807699452e-01
    46    1.3764803066e-01    -6.2823400854e-02
    47    1.4022453750e-01    -8.5409203940e-02
    48    1.4272157211e-01    -1.0621304498e-01
    49    1.4501483591e-01    -1.2697871632e-01
    50    1.4692238662e-01    -1.4945929294e-01
    51    1.5955000306e-01    -7.7444419324e-02
    52    1.6256346291e-01    -9.8827717838e-02
    53    1.6524778770e-01    -1.1845432448e-01
    54    1.6752639479e-01    -1.3800877404e-01
    55    1.6920352239e-01    -1.5919594234e-01
    56    1.7963486354e-01    -9.3587493629e-02
    57    1.8311446476e-01    -1.1285679974e-01
    58    1.8602024208e-01    -1.3055437335e-01
    59    1.8833769865e-01    -1.4815885290e-01
    60    1.8988684400e-01    -1.6717046679e-01
    61    1.9717019020e-01    -1.1092039961e-01
    62    2.0111896722e-01    -1.2739216671e-01
    63    2.0426249648e-01    -1.4247024573e-01
    64    2.0664916992e-01    -1.5744527911e-01
    65    2.0810741313e-01    -1.7363692978e-01
    66    2.1152069755e-01    -1.2935050675e-01
    67    2.1587845841e-01    -1.4231028625e-01
    68    2.1924181629e-01    -1.5418461096e-01
    69    2.2171734665e-01    -1.6596497952e-01
    70    2.2316445460e-01    -1.7866479961e-01
    71    2.2216376236e-01    -1.4853128336e-01
    72    2.2686545469e-01    -1.5751004358e-01
    73    2.3041373515e-01    -1.6571342194e-01
    74    2.3296595439e-01    -1.7384324299e-01
    75    2.3439266144e-01    -1.8262211396e-01
    76    2.2873352248e-01    -1.6828434708e-01
    77    2.3363756887e-01    -1.7288708730e-01
    78    2.3730257392e-01    -1.7709860397e-01
    79    2.3991447082e-01    -1.8127068479e-01
    80    2.4136819048e-01    -1.8576434977e-01
    81    2.3098053301e-01    -1.8829489328e-01
    82    2.3597381671e-01    -1.8835295939e-01
    83    2.3968437970e-01    -1.8840599066e-01
    84    2.4231310337e-01    -1.8845851202e-01
    85    2.4375057511e-01    -1.8851519544e-01
    86    2.2884448127e-01    -2.0830907429e-01
    87    2.3375221355e-01    -2.0381990463e-01
    88    2.3741929008e-01    -1.9971237348e-01
    89    2.4003218616e-01    -1.9564335436e-01
    90    2.4148609442e-01    -1.9126070889e-01
    91    2.2238174609e-01    -2.2807216642e-01
    92    2.2709047370e-01    -2.1920027842e-01
    93    2.3064264356e-01    -2.1109471103e-01
    94    2.3319664510e-01    -2.0306198606e-01
    95    2.3462349033e-01    -1.9438804664e-01
    96    2.1183804623e-01    -2.4726998312e-01
    97    2.1620540273e-01    -2.3440573873e-01
    98    2.1957397096e-01    -2.2261926156e-01
    99    2.2205169686e-01    -2.1092636945e-01
    100    2.2349854796e-01    -1.9832105330e-01
    101    1.9757553250e-01    -2.6572312759e-01
    102    2.0153565182e-01    -2.4933220769e-01
    103    2.0468510276e-01    -2.3432860645e-01
    104    2.0707386531e-01    -2.1942807318e-01
    105    2.0853089271e-01    -2.0331731233e-01
    106    1.8011369187e-01    -2.8308523788e-01
    107    1.8360521863e-01    -2.6387872354e-01
    108    1.8651691451e-01    -2.4623945823e-01
    109    1.8883586298e-01    -2.2869370482e-01
    110    1.9038241240e-01    -2.0974602437e-01
    111    1.6008478125e-01    -2.9926251471e-01
    112    1.6310989737e-01    -2.7792191519e-01
    113    1.6579957424e-01    -2.5833525912e-01
    114    1.6807857470e-01    -2.3882150599e-01
    115    1.6975123334e-01    -2.1767912443e-01
    116    1.3821891610e-01    -3.1392218781e-01
    117    1.4080589182e-01    -2.9135739659e-01
    118    1.4330722755e-01    -2.7057379003e-01
    119    1.4559965121e-01    -2.4982914210e-01
    120    1.4750069013e-01    -2.2737221724e-01
    121    1.1534518280e-01    -3.2706992678e-01
    122    1.1754799895e-01    -3.0406510366e-01
    123    1.1991461538e-01    -2.8288946060e-01
    124    1.2227880168e-01    -2.6171428534e-01
    125    1.2447361403e-01    -2.3871073329e-01
    126    9.2311038089e-02    -3.3844834659e-01
    127    9.4218099686e-02    -3.1596991040e-01
    128    9.6511492398e-02    -2.9520604425e-01
    129    9.9009051456e-02    -2.7440407037e-01
    130    1.0158647418e-01    -2.5182012173e-01
    131    7.0032709526e-02    -3.4818142319e-01
    132    7.1709535938e-02    -3.2699813384e-01
    133    7.3988202962e-02    -3.0744716552e-01
    134    7.6673023688e-02    -2.8782396168e-01
    135    7.9687427011e-02    -2.6644426747e-01
    136    4.9353868888e-02    -3.5615262272e-01
    137    5.0902825953e-02    -3.3714639537e-01
    138    5.3220420564e-02    -3.1954685351e-01
    139    5.6126685674e-02    -3.0185416142e-01
    140    5.9607264622e-02    -2.8259009993e-01
    141    3.1139324444e-02    -3.6261606116e-01
    142    3.2597492539e-02    -3.4643113460e-01
    143    3.4984342617e-02    -3.3146229461e-01
    144    3.8128357819e-02    -3.1639039845e-01
    145    4.2078055349e-02    -2.9992534521e-01
    146    1.6089687049e-02    -3.6764140887e-01
    147    1.7536793158e-02    -3.5494938610e-01
    148    2.0012510867e-02    -3.4317623648e-01
    149    2.3376293929e-02    -3.3130916010e-01
    150    2.7734830778e-02    -3.1835726483e-01
    151    4.8699801180e-03    -3.7159680063e-01
    152    6.2967151086e-03    -3.6282654279e-01
    153    8.8490896051e-03    -3.5470469202e-01
    154    1.2397685323e-02    -3.4650934328e-01
    155    1.7099943573e-02    -3.3753935853e-01
    156    -2.0963018344e-03    -3.7473788846e-01
    157    -6.4254745924e-04    -3.7025329530e-01
    158    1.9694376639e-03    -3.6608963719e-01
    159    5.6346122060e-03    -3.6188661926e-01
    160    1.0538945583e-02    -3.5729316191e-01
    161    -4.4690573640e-03    -3.7748836266e-01
    162    -3.0315853939e-03    -3.7744091026e-01
    163    -4.0283714093e-04    -3.7739693924e-01
    164    3.3077104363e-03    -3.7735253940e-01
    165    8.3010015088e-03    -3.7730393204e-01
    166    -2.1950264963e-03    -3.8023438246e-01
    167    -7.4110146609e-04    -3.8462602652e-01
    168    1.8717132023e-03    -3.8870340291e-01
    169    5.5386367159e-03    -3.9281935950e-01
    170    1.0446042949e-02    -3.9731772545e-01
    171    4.6768246141e-03    -3.8336295411e-01
    172    6.1035307676e-03    -3.9204540575e-01
    173    8.6575297670e-03    -4.0008597973e-01
    174    1.2209259842e-02    -4.0819942125e-01
    175    1.6917556424e-02    -4.1707995926e-01
    176    1.5809933336e-02    -3.8729805615e-01
    177    1.7256908284e-02    -3.9991092374e-01
    178    1.9734301465e-02    -4.1161087123e-01
    179    2.3102570784e-02    -4.2340441599e-01
    180    2.7469050078e-02    -4.3627614289e-01
    181    3.0785678073e-02    -3.9229685269e-01
    182    3.2241660214e-02    -4.0841401238e-01
    183    3.4631131866e-02    -4.2332056753e-01
    184    3.7778946205e-02    -4.3833024441e-01
    185    4.1739373181e-02    -4.5472748519e-01
    186    4.8940425062e-02    -3.9872869706e-01
    187    5.0486724731e-02    -4.1768177869e-01
    188    5.2802866464e-02    -4.3523140543e-01
    189    5.5715905979e-02    -4.5287536562e-01
    190    5.9206676589e-02    -4.7208738166e-01
    191    6.9590330248e-02    -4.0667169227e-01
    192    7.1245937610e-02    -4.2780533724e-01
    193    7.3518444109e-02    -4.4732512137e-01
    194    7.6210650999e-02    -4.6692317089e-01
    195    7.9255689956e-02    -4.8825944849e-01
    196    9.1860302763e-02    -4.1617280994e-01
    197    9.3756345141e-02    -4.3895810312e-01
    198    9.6119095186e-02    -4.5957246201e-01
    199    9.8572342864e-02    -4.8022140222e-01
    200    1.0110224065e-01    -5.0311597620e-01
    201    1.1595317831e-01    -4.2730863638e-01
    202    1.1724803039e-01    -4.5086589185e-01
    203    1.1886932967e-01    -4.7182344358e-01
    204    1.2200444464e-01    -4.9294137060e-01
    205    1.2498143715e-01    -5.1667485916e-01

*END
